"Step","avid-monkey-10 - rollout/success_rate","avid-monkey-10 - rollout/success_rate__MIN","avid-monkey-10 - rollout/success_rate__MAX","rose-cosmos-9 - rollout/success_rate","rose-cosmos-9 - rollout/success_rate__MIN","rose-cosmos-9 - rollout/success_rate__MAX","noble-bee-8 - rollout/success_rate","noble-bee-8 - rollout/success_rate__MIN","noble-bee-8 - rollout/success_rate__MAX","ruby-bee-6 - rollout/success_rate","ruby-bee-6 - rollout/success_rate__MIN","ruby-bee-6 - rollout/success_rate__MAX","eager-snow-5 - rollout/success_rate","eager-snow-5 - rollout/success_rate__MIN","eager-snow-5 - rollout/success_rate__MAX","comfy-terrain-4 - rollout/success_rate","comfy-terrain-4 - rollout/success_rate__MIN","comfy-terrain-4 - rollout/success_rate__MAX","jumping-dew-3 - rollout/success_rate","jumping-dew-3 - rollout/success_rate__MIN","jumping-dew-3 - rollout/success_rate__MAX","solar-fire-2 - rollout/success_rate","solar-fire-2 - rollout/success_rate__MIN","solar-fire-2 - rollout/success_rate__MAX"
"30023","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30025","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"30027","","","","","","","","","","","","","","","","","","","0.97","0.97","0.97","","",""
"30032","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30034","","","","","","","","","","0.97","0.97","0.97","","","","","","","","","","","",""
"30036","","","","","","","","","","","","","","","","","","","0.97","0.97","0.97","","",""
"30041","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30043","","","","","","","","","","0.97","0.97","0.97","","","","","","","","","","","",""
"30045","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30058","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30060","","","","","","","","","","0.96","0.96","0.96","","","","","","","","","","","",""
"30062","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30067","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30069","","","","","","","","","","0.96","0.96","0.96","","","","","","","","","","","",""
"30071","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30076","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30078","","","","","","","","","","0.96","0.96","0.96","","","","","","","","","","","",""
"30080","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30085","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30087","","","","","","","","","","0.96","0.96","0.96","","","","","","","","","","","",""
"30089","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30094","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30096","","","","","","","","","","0.96","0.96","0.96","","","","","","","","","","","",""
"30098","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30103","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30105","","","","","","","","","","0.96","0.96","0.96","","","","","","","","","","","",""
"30107","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30120","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30122","","","","","","","","","","0.96","0.96","0.96","","","","","","","","","","","",""
"30124","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30129","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30131","","","","","","","","","","0.96","0.96","0.96","","","","","","","","","","","",""
"30133","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30138","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30140","","","","","","","","","","0.96","0.96","0.96","","","","","","","","","","","",""
"30142","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30147","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30149","","","","","","","","","","0.96","0.96","0.96","","","","","","","","","","","",""
"30151","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30156","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30158","","","","","","","","","","0.96","0.96","0.96","","","","","","","","","","","",""
"30168","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30173","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30175","","","","","","","","","","0.96","0.96","0.96","","","","","","","","","","","",""
"30177","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30182","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30184","","","","","","","","","","0.96","0.96","0.96","","","","","","","","","","","",""
"30186","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30191","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30193","","","","","","","","","","0.95","0.95","0.95","","","","","","","","","","","",""
"30195","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"30200","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30202","","","","","","","","","","0.95","0.95","0.95","","","","","","","","","","","",""
"30204","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"30209","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30219","","","","","","","","","","0.95","0.95","0.95","","","","","","","","","","","",""
"30221","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"30226","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30228","","","","","","","","","","0.95","0.95","0.95","","","","","","","","","","","",""
"30230","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30235","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30237","","","","","","","","","","0.96","0.96","0.96","","","","","","","","","","","",""
"30239","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30244","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30246","","","","","","","","","","0.95","0.95","0.95","","","","","","","","","","","",""
"30248","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30253","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30257","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"30262","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30263","","","","","","","","","","0.95","0.95","0.95","","","","","","","","","","","",""
"30271","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30272","","","","","","","","","","0.96","0.96","0.96","","","","","","","","","","","",""
"30274","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"30281","","","","","","","","","","0.96","0.96","0.96","","","","","","","","","","","",""
"30283","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"30288","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30290","","","","","","","","","","0.96","0.96","0.96","","","","","","","","","","","",""
"30292","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"30297","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30299","","","","","","","","","","0.97","0.97","0.97","","","","","","","","","","","",""
"30301","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"30306","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30315","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30316","","","","","","","","","","0.97","0.97","0.97","","","","","","","","","","","",""
"30318","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"30324","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30325","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"30327","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"30333","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30334","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"30336","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30343","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"30350","","","","","","","","","","","","","0.99","0.99","0.99","","","","","","","","",""
"30352","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"30353","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30359","","","","","","","","","","","","","0.99","0.99","0.99","","","","","","","","",""
"30362","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30368","","","","","","","","","","","","","0.99","0.99","0.99","","","","","","","","",""
"30369","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"30371","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30377","","","","","","","","","","","","","0.99","0.99","0.99","","","","","","","","",""
"30378","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"30380","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30386","","","","","","","","","","","","","0.99","0.99","0.99","","","","","","","","",""
"30387","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"30389","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30396","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"30403","","","","","","","","","","","","","0.99","0.99","0.99","","","","","","","","",""
"30406","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30412","","","","","","","","","","","","","0.99","0.99","0.99","","","","","","","","",""
"30413","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"30415","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30421","","","","","","","","","","","","","0.99","0.99","0.99","","","","","","","","",""
"30422","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"30424","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30430","","","","","","","","","","","","","0.99","0.99","0.99","","","","","","","","",""
"30431","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"30433","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30439","","","","","","","","","","","","","0.99","0.99","0.99","","","","","","","","",""
"30440","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"30442","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30449","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"30456","","","","","","","","","","","","","0.99","0.99","0.99","","","","","","","","",""
"30459","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30465","","","","","","","","","","","","","0.99","0.99","0.99","","","","","","","","",""
"30466","","","","","","","","","","0.99","0.99","0.99","","","","","","","","","","","",""
"30468","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30474","","","","","","","","","","","","","0.99","0.99","0.99","","","","","","","","",""
"30475","","","","","","","","","","0.99","0.99","0.99","","","","","","","","","","","",""
"30477","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30483","","","","","","","","","","","","","0.99","0.99","0.99","","","","","","","","",""
"30484","","","","","","","","","","0.99","0.99","0.99","","","","","","","","","","","",""
"30486","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30492","","","","","","","","","","","","","0.99","0.99","0.99","","","","","","","","",""
"30493","","","","","","","","","","0.99","0.99","0.99","","","","","","","","","","","",""
"30501","","","","","","","","","","","","","0.99","0.99","0.99","","","","","","","","",""
"30503","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"30510","","","","","","","","","","0.99","0.99","0.99","","","","","","","","","","","",""
"30512","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"30518","","","","","","","","","","","","","0.99","0.99","0.99","","","","","","","","",""
"30519","","","","","","","","","","1","1","1","","","","","","","","","","","",""
"30521","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"30527","","","","","","","","","","","","","0.99","0.99","0.99","","","","","","","","",""
"30528","","","","","","","","","","1","1","1","","","","","","","","","","","",""
"30530","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30536","","","","","","","","","","","","","0.99","0.99","0.99","","","","","","","","",""
"30537","","","","","","","","","","1","1","1","","","","","","","","","","","",""
"30539","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30545","","","","","","","","","","","","","0.99","0.99","0.99","","","","","","","","",""
"30546","","","","","","","","","","1","1","1","","","","","","","","","","","",""
"30548","","","","","","","","","","","","","","","","","","","0.97","0.97","0.97","","",""
"30554","","","","","","","","","","","","","0.99","0.99","0.99","","","","","","","","",""
"30563","","","","","","","","","","1","1","1","","","","","","","","","","","",""
"30565","","","","","","","","","","","","","","","","","","","0.97","0.97","0.97","","",""
"30571","","","","","","","","","","","","","0.99","0.99","0.99","","","","","","","","",""
"30572","","","","","","","","","","1","1","1","","","","","","","","","","","",""
"30574","","","","","","","","","","","","","","","","","","","0.97","0.97","0.97","","",""
"30580","","","","","","","","","","","","","0.99","0.99","0.99","","","","","","","","",""
"30581","","","","","","","","","","0.99","0.99","0.99","","","","","","","","","","","",""
"30583","","","","","","","","","","","","","","","","","","","0.97","0.97","0.97","","",""
"30589","","","","","","","","","","","","","0.99","0.99","0.99","","","","","","","","",""
"30590","","","","","","","","","","0.99","0.99","0.99","","","","","","","","","","","",""
"30592","","","","","","","","","","","","","","","","","","","0.97","0.97","0.97","","",""
"30598","","","","","","","","","","","","","0.99","0.99","0.99","","","","","","","","",""
"30601","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30607","","","","","","","","","","0.99","0.99","0.99","1","1","1","","","","","","","","",""
"30616","","","","","","","","","","0.99","0.99","0.99","1","1","1","","","","","","","","",""
"30618","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30625","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"30627","","","","","","","","","","","","","","","","","","","0.97","0.97","0.97","","",""
"30633","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30634","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"30636","","","","","","","","","","","","","","","","","","","0.97","0.97","0.97","","",""
"30642","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30645","","","","","","","","","","","","","","","","","","","0.97","0.97","0.97","","",""
"30651","","","","","","","","","","0.98","0.98","0.98","1","1","1","","","","","","","","",""
"30654","","","","","","","","","","","","","","","","","","","0.97","0.97","0.97","","",""
"30660","","","","","","","","","","0.98","0.98","0.98","1","1","1","","","","","","","","",""
"30663","","","","","","","","","","","","","","","","","","","0.97","0.97","0.97","","",""
"30669","","","","","","","","","","0.98","0.98","0.98","1","1","1","","","","","","","","",""
"30678","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"30680","","","","","","","","","","","","","","","","","","","0.97","0.97","0.97","","",""
"30686","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30689","","","","","","","","","","","","","","","","","","","0.97","0.97","0.97","","",""
"30695","","","","","","","","","","0.98","0.98","0.98","1","1","1","","","","","","","","",""
"30698","","","","","","","","","","","","","","","","","","","0.97","0.97","0.97","","",""
"30704","","","","","","","","","","0.97","0.97","0.97","1","1","1","","","","","","","","",""
"30707","","","","","","","","","","","","","","","","","","","0.97","0.97","0.97","","",""
"30713","","","","","","","","","","0.97","0.97","0.97","1","1","1","","","","","","","","",""
"30722","","","","","","","","","","0.96","0.96","0.96","1","1","1","","","","","","","","",""
"30724","","","","","","","","","","","","","","","","","","","0.97","0.97","0.97","","",""
"30733","","","","","","","","","","","","","","","","","","","0.97","0.97","0.97","","",""
"30739","","","","","","","","","","0.96","0.96","0.96","1","1","1","","","","","","","","",""
"30742","","","","","","","","","","","","","","","","","","","0.97","0.97","0.97","","",""
"30748","","","","","","","","","","0.96","0.96","0.96","1","1","1","","","","","","","","",""
"30751","","","","","","","","","","","","","","","","","","","0.97","0.97","0.97","","",""
"30757","","","","","","","","","","0.95","0.95","0.95","1","1","1","","","","","","","","",""
"30760","","","","","","","","","","","","","","","","","","","0.97","0.97","0.97","","",""
"30766","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30774","","","","","","","","","","0.95","0.95","0.95","","","","","","","","","","","",""
"30775","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30777","","","","","","","","","","","","","","","","","","","0.97","0.97","0.97","","",""
"30783","","","","","","","","","","0.95","0.95","0.95","","","","","","","","","","","",""
"30784","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30786","","","","","","","","","","","","","","","","","","","0.97","0.97","0.97","","",""
"30792","","","","","","","","","","0.95","0.95","0.95","","","","","","","","","","","",""
"30795","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30801","","","","","","","","","","0.95","0.95","0.95","1","1","1","","","","","","","","",""
"30804","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"30810","","","","","","","","","","0.95","0.95","0.95","1","1","1","","","","","","","","",""
"30819","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30821","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"30827","","","","","","","","","","0.95","0.95","0.95","","","","","","","","","","","",""
"30828","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30830","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"30836","","","","","","","","","","0.94","0.94","0.94","","","","","","","","","","","",""
"30837","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30839","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"30845","","","","","","","","","","0.94","0.94","0.94","","","","","","","","","","","",""
"30846","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30848","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"30854","","","","","","","","","","0.95","0.95","0.95","","","","","","","","","","","",""
"30857","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"30863","","","","","","","","","","0.94","0.94","0.94","1","1","1","","","","","","","","",""
"30872","","","","","","","","","","0.94","0.94","0.94","1","1","1","","","","","","","","",""
"30874","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"30881","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30883","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"30889","","","","","","","","","","0.94","0.94","0.94","","","","","","","","","","","",""
"30890","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30892","","","","","","","","","","","","","","","","","","","1","1","1","","",""
"30898","","","","","","","","","","0.95","0.95","0.95","","","","","","","","","","","",""
"30899","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30901","","","","","","","","","","","","","","","","","","","1","1","1","","",""
"30907","","","","","","","","","","0.95","0.95","0.95","","","","","","","","","","","",""
"30910","","","","","","","","","","","","","","","","","","","1","1","1","","",""
"30916","","","","","","","","","","0.95","0.95","0.95","1","1","1","","","","","","","","",""
"30925","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30927","","","","","","","","","","","","","","","","","","","1","1","1","","",""
"30933","","","","","","","","","","0.95","0.95","0.95","","","","","","","","","","","",""
"30934","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30936","","","","","","","","","","","","","","","","","","","1","1","1","","",""
"30942","","","","","","","","","","0.95","0.95","0.95","","","","","","","","","","","",""
"30943","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30945","","","","","","","","","","","","","","","","","","","1","1","1","","",""
"30951","","","","","","","","","","0.95","0.95","0.95","","","","","","","","","","","",""
"30952","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30954","","","","","","","","","","","","","","","","","","","1","1","1","","",""
"30960","","","","","","","","","","0.95","0.95","0.95","","","","","","","","","","","",""
"30963","","","","","","","","","","","","","","","","","","","1","1","1","","",""
"30969","","","","","","","","","","0.96","0.96","0.96","1","1","1","","","","","","","","",""
"30978","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30980","","","","","","","","","","","","","","","","","","","1","1","1","","",""
"30986","","","","","","","","","","0.96","0.96","0.96","","","","","","","","","","","",""
"30987","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30989","","","","","","","","","","","","","","","","","","","1","1","1","","",""
"30995","","","","","","","","","","0.97","0.97","0.97","","","","","","","","","","","",""
"30996","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"30998","","","","","","","","","","","","","","","","","","","1","1","1","","",""
"31004","","","","","","","","","","0.97","0.97","0.97","","","","","","","","","","","",""
"31005","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31007","","","","","","","","","","","","","","","","","","","1","1","1","","",""
"31013","","","","","","","","","","0.97","0.97","0.97","","","","","","","","","","","",""
"31014","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31016","","","","","","","","","","","","","","","","","","","1","1","1","","",""
"31022","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"31031","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31033","","","","","","","","","","","","","","","","","","","1","1","1","","",""
"31039","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"31040","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31042","","","","","","","","","","","","","","","","","","","1","1","1","","",""
"31048","","","","","","","","","","0.97","0.97","0.97","","","","","","","","","","","",""
"31049","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31051","","","","","","","","","","","","","","","","","","","1","1","1","","",""
"31057","","","","","","","","","","0.97","0.97","0.97","","","","","","","","","","","",""
"31058","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31060","","","","","","","","","","","","","","","","","","","1","1","1","","",""
"31066","","","","","","","","","","0.97","0.97","0.97","","","","","","","","","","","",""
"31067","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31069","","","","","","","","","","","","","","","","","","","1","1","1","","",""
"31083","","","","","","","","","","0.97","0.97","0.97","","","","","","","","","","","",""
"31084","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31086","","","","","","","","","","","","","","","","","","","1","1","1","","",""
"31092","","","","","","","","","","0.97","0.97","0.97","","","","","","","","","","","",""
"31093","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31095","","","","","","","","","","","","","","","","","","","1","1","1","","",""
"31101","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"31102","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31104","","","","","","","","","","","","","","","","","","","1","1","1","","",""
"31110","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"31111","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31113","","","","","","","","","","","","","","","","","","","1","1","1","","",""
"31120","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31122","","","","","","","","","","","","","","","","","","","1","1","1","","",""
"31127","","","","","","","","","","0.97","0.97","0.97","","","","","","","","","","","",""
"31129","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31136","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"31139","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31145","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"31146","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31148","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31154","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"31155","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31157","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31163","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"31164","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31166","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31173","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31180","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"31182","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31183","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31189","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"31191","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31192","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31198","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"31201","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31207","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"31208","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31210","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31216","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"31217","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31219","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31225","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"31226","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31228","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31235","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31242","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"31245","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31251","","","","","","","","","","0.97","0.97","0.97","","","","","","","","","","","",""
"31252","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31254","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31260","","","","","","","","","","0.97","0.97","0.97","","","","","","","","","","","",""
"31261","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31263","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31269","","","","","","","","","","0.97","0.97","0.97","","","","","","","","","","","",""
"31270","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31272","","","","","","","","","","","","","","","","","","","0.99","0.99","0.99","","",""
"31279","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31286","","","","","","","","","","0.97","0.97","0.97","","","","","","","","","","","",""
"31288","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31289","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"31295","","","","","","","","","","0.97","0.97","0.97","","","","","","","","","","","",""
"31297","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31298","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"31304","","","","","","","","","","0.96","0.96","0.96","","","","","","","","","","","",""
"31307","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"31313","","","","","","","","","","0.97","0.97","0.97","","","","","","","","","","","",""
"31314","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31316","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"31323","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31325","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"31330","","","","","","","","","","0.97","0.97","0.97","","","","","","","","","","","",""
"31332","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31339","","","","","","","","","","0.97","0.97","0.97","","","","","","","","","","","",""
"31341","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31342","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"31348","","","","","","","","","","0.97","0.97","0.97","","","","","","","","","","","",""
"31350","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31351","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"31357","","","","","","","","","","0.97","0.97","0.97","","","","","","","","","","","",""
"31359","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31360","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"31366","","","","","","","","","","0.97","0.97","0.97","","","","","","","","","","","",""
"31369","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"31376","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31378","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
"31383","","","","","","","","","","0.97","0.97","0.97","","","","","","","","","","","",""
"31385","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31392","","","","","","","","","","0.98","0.98","0.98","","","","","","","","","","","",""
"31394","","","","","","","","","","","","","1","1","1","","","","","","","","",""
"31395","","","","","","","","","","","","","","","","","","","0.98","0.98","0.98","","",""
