"Step","avid-monkey-10 - rollout/success_rate","avid-monkey-10 - rollout/success_rate__MIN","avid-monkey-10 - rollout/success_rate__MAX","rose-cosmos-9 - rollout/success_rate","rose-cosmos-9 - rollout/success_rate__MIN","rose-cosmos-9 - rollout/success_rate__MAX","noble-bee-8 - rollout/success_rate","noble-bee-8 - rollout/success_rate__MIN","noble-bee-8 - rollout/success_rate__MAX","ruby-bee-6 - rollout/success_rate","ruby-bee-6 - rollout/success_rate__MIN","ruby-bee-6 - rollout/success_rate__MAX","eager-snow-5 - rollout/success_rate","eager-snow-5 - rollout/success_rate__MIN","eager-snow-5 - rollout/success_rate__MAX","comfy-terrain-4 - rollout/success_rate","comfy-terrain-4 - rollout/success_rate__MIN","comfy-terrain-4 - rollout/success_rate__MAX","jumping-dew-3 - rollout/success_rate","jumping-dew-3 - rollout/success_rate__MIN","jumping-dew-3 - rollout/success_rate__MAX","solar-fire-2 - rollout/success_rate","solar-fire-2 - rollout/success_rate__MIN","solar-fire-2 - rollout/success_rate__MAX"
"2632","","","","","","","","","","","","","","","","0.21","0.21","0.21","","","","","",""
"2636","","","","","","","","","","","","","","","","","","","0.18","0.18","0.18","","",""
"2639","","","","","","","","","","","","","0.59","0.59","0.59","","","","","","","0.08","0.08","0.08"
"2643","","","","0.17","0.17","0.17","","","","","","","","","","","","","","","","","",""
"2645","","","","","","","","","","0.37","0.37","0.37","","","","0.21","0.21","0.21","","","","","",""
"2646","","","","","","","0.21","0.21","0.21","","","","","","","","","","","","","0.09","0.09","0.09"
"2647","0.32","0.32","0.32","0.18","0.18","0.18","","","","","","","","","","","","","","","","","",""
"2648","","","","","","","","","","","","","0.59","0.59","0.59","","","","","","","","",""
"2652","","","","","","","","","","","","","","","","0.23","0.23","0.23","","","","","",""
"2653","","","","","","","","","","","","","","","","","","","0.18","0.18","0.18","","",""
"2654","","","","","","","","","","0.36","0.36","0.36","","","","","","","","","","","",""
"2659","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","0.1"
"2662","","","","","","","","","","","","","","","","","","","0.18","0.18","0.18","","",""
"2664","0.34","0.34","0.34","","","","","","","","","","","","","","","","","","","","",""
"2665","","","","","","","","","","","","","0.59","0.59","0.59","0.23","0.23","0.23","","","","","",""
"2666","","","","0.19","0.19","0.19","0.21","0.21","0.21","","","","","","","","","","","","","","",""
"2670","","","","0.2","0.2","0.2","","","","","","","","","","","","","","","","","",""
"2671","","","","","","","","","","0.35","0.35","0.35","","","","","","","","","","","",""
"2672","","","","","","","","","","","","","","","","","","","","","","0.11","0.11","0.11"
"2674","","","","","","","","","","","","","0.62","0.62","0.62","","","","","","","","",""
"2678","","","","","","","","","","","","","","","","0.24","0.24","0.24","","","","","",""
"2679","","","","","","","","","","","","","","","","","","","0.17","0.17","0.17","","",""
"2680","","","","","","","","","","0.36","0.36","0.36","","","","","","","","","","","",""
"2681","0.31","0.31","0.31","","","","","","","","","","","","","","","","","","","","",""
"2683","","","","","","","","","","","","","0.62","0.62","0.62","","","","","","","","",""
"2685","","","","","","","","","","","","","","","","0.26","0.26","0.26","","","","0.11","0.11","0.11"
"2686","","","","","","","0.17","0.17","0.17","","","","","","","","","","","","","","",""
"2689","","","","0.19","0.19","0.19","","","","","","","","","","","","","","","","","",""
"2692","","","","","","","","","","","","","","","","","","","","","","0.12","0.12","0.12"
"2693","","","","0.19","0.19","0.19","","","","","","","","","","","","","","","","","",""
"2696","","","","","","","","","","","","","","","","","","","0.17","0.17","0.17","","",""
"2697","","","","","","","","","","0.36","0.36","0.36","","","","","","","","","","","",""
"2698","0.31","0.31","0.31","","","","","","","","","","","","","0.26","0.26","0.26","","","","","",""
"2700","","","","","","","","","","","","","0.61","0.61","0.61","","","","","","","","",""
"2705","","","","","","","","","","","","","","","","0.25","0.25","0.25","","","","0.13","0.13","0.13"
"2706","","","","","","","0.18","0.18","0.18","0.34","0.34","0.34","","","","","","","","","","","",""
"2709","","","","","","","","","","","","","0.62","0.62","0.62","","","","","","","","",""
"2712","","","","0.19","0.19","0.19","","","","","","","","","","","","","","","","0.15","0.15","0.15"
"2713","","","","","","","","","","","","","","","","","","","0.17","0.17","0.17","","",""
"2715","0.32","0.32","0.32","","","","","","","","","","","","","","","","","","","","",""
"2716","","","","0.19","0.19","0.19","","","","","","","","","","","","","","","","","",""
"2718","","","","","","","","","","","","","","","","0.24","0.24","0.24","","","","","",""
"2722","","","","","","","","","","","","","","","","","","","0.17","0.17","0.17","","",""
"2723","","","","","","","","","","0.33","0.33","0.33","","","","","","","","","","","",""
"2725","","","","","","","","","","","","","","","","","","","","","","0.14","0.14","0.14"
"2726","","","","","","","0.19","0.19","0.19","","","","0.61","0.61","0.61","","","","","","","","",""
"2731","","","","","","","","","","","","","","","","0.23","0.23","0.23","","","","","",""
"2732","0.37","0.37","0.37","","","","","","","0.36","0.36","0.36","","","","","","","","","","","",""
"2735","","","","0.19","0.19","0.19","","","","","","","0.59","0.59","0.59","","","","","","","","",""
"2738","","","","","","","","","","","","","","","","0.23","0.23","0.23","","","","0.14","0.14","0.14"
"2739","","","","0.19","0.19","0.19","","","","","","","","","","","","","0.18","0.18","0.18","","",""
"2745","","","","","","","","","","","","","","","","0.24","0.24","0.24","","","","0.14","0.14","0.14"
"2746","","","","","","","0.18","0.18","0.18","","","","","","","","","","","","","","",""
"2748","","","","","","","","","","","","","","","","","","","0.18","0.18","0.18","","",""
"2749","0.32","0.32","0.32","","","","","","","0.36","0.36","0.36","","","","","","","","","","","",""
"2752","","","","","","","","","","","","","0.6","0.6","0.6","","","","","","","","",""
"2758","","","","0.2","0.2","0.2","","","","","","","","","","0.26","0.26","0.26","","","","0.14","0.14","0.14"
"2761","","","","","","","","","","","","","0.63","0.63","0.63","","","","","","","","",""
"2762","","","","0.19","0.19","0.19","","","","","","","","","","","","","","","","","",""
"2765","","","","","","","","","","","","","","","","","","","0.17","0.17","0.17","0.15","0.15","0.15"
"2766","0.37","0.37","0.37","","","","0.15","0.15","0.15","0.33","0.33","0.33","","","","","","","","","","","",""
"2770","","","","","","","","","","","","","0.62","0.62","0.62","","","","","","","","",""
"2771","","","","","","","","","","","","","","","","0.25","0.25","0.25","","","","","",""
"2775","","","","","","","","","","0.31","0.31","0.31","","","","","","","","","","","",""
"2778","","","","","","","","","","","","","","","","","","","","","","0.16","0.16","0.16"
"2781","","","","0.18","0.18","0.18","","","","","","","","","","","","","","","","","",""
"2782","","","","","","","","","","","","","","","","","","","0.18","0.18","0.18","","",""
"2783","0.35","0.35","0.35","","","","","","","","","","","","","","","","","","","","",""
"2784","","","","","","","","","","","","","","","","0.24","0.24","0.24","","","","","",""
"2785","","","","0.18","0.18","0.18","","","","","","","","","","","","","","","","","",""
"2786","","","","","","","0.15","0.15","0.15","","","","","","","","","","","","","","",""
"2787","","","","","","","","","","","","","0.62","0.62","0.62","","","","","","","","",""
"2791","","","","","","","","","","","","","","","","0.26","0.26","0.26","0.18","0.18","0.18","0.16","0.16","0.16"
"2792","","","","","","","","","","0.3","0.3","0.3","","","","","","","","","","","",""
"2796","","","","","","","","","","","","","0.64","0.64","0.64","","","","","","","","",""
"2800","0.33","0.33","0.33","","","","","","","","","","","","","","","","","","","","",""
"2801","","","","","","","","","","0.31","0.31","0.31","","","","","","","","","","","",""
"2804","","","","0.17","0.17","0.17","","","","","","","","","","0.29","0.29","0.29","","","","0.16","0.16","0.16"
"2805","","","","","","","","","","","","","0.67","0.67","0.67","","","","","","","","",""
"2806","","","","","","","0.14","0.14","0.14","","","","","","","","","","","","","","",""
"2808","","","","0.19","0.19","0.19","","","","","","","","","","","","","0.2","0.2","0.2","","",""
"2811","","","","","","","","","","","","","","","","0.3","0.3","0.3","","","","0.15","0.15","0.15"
"2817","0.35","0.35","0.35","","","","","","","","","","","","","","","","0.19","0.19","0.19","","",""
"2818","","","","","","","","","","0.32","0.32","0.32","","","","0.3","0.3","0.3","","","","","",""
"2822","","","","","","","","","","","","","0.66","0.66","0.66","","","","","","","","",""
"2824","","","","","","","","","","","","","","","","","","","","","","0.16","0.16","0.16"
"2826","","","","","","","0.16","0.16","0.16","","","","","","","","","","","","","","",""
"2827","","","","0.19","0.19","0.19","","","","","","","","","","","","","","","","","",""
"2830","","","","","","","","","","","","","","","","0.29","0.29","0.29","","","","","",""
"2831","","","","0.2","0.2","0.2","","","","","","","0.67","0.67","0.67","","","","","","","","",""
"2834","0.33","0.33","0.33","","","","","","","","","","","","","","","","0.2","0.2","0.2","","",""
"2835","","","","","","","","","","0.33","0.33","0.33","","","","","","","","","","","",""
"2837","","","","","","","","","","","","","","","","","","","","","","0.16","0.16","0.16"
"2840","","","","","","","","","","","","","0.69","0.69","0.69","","","","","","","","",""
"2843","","","","","","","","","","","","","","","","0.29","0.29","0.29","","","","","",""
"2844","","","","","","","","","","0.34","0.34","0.34","","","","","","","","","","0.17","0.17","0.17"
"2846","","","","","","","0.18","0.18","0.18","","","","","","","","","","","","","","",""
"2850","","","","0.2","0.2","0.2","","","","","","","","","","0.31","0.31","0.31","","","","","",""
"2851","","","","","","","","","","","","","","","","","","","0.21","0.21","0.21","","",""
"2854","0.32","0.32","0.32","0.19","0.19","0.19","","","","","","","","","","","","","","","","","",""
"2857","","","","","","","","","","","","","0.7","0.7","0.7","","","","","","","0.17","0.17","0.17"
"2860","","","","","","","","","","","","","","","","","","","0.19","0.19","0.19","","",""
"2861","","","","","","","","","","0.32","0.32","0.32","","","","","","","","","","","",""
"2863","","","","","","","","","","","","","","","","0.3","0.3","0.3","","","","","",""
"2866","","","","","","","0.18","0.18","0.18","","","","0.72","0.72","0.72","","","","","","","","",""
"2869","","","","","","","","","","","","","","","","","","","0.2","0.2","0.2","","",""
"2870","","","","","","","","","","0.3","0.3","0.3","","","","","","","","","","0.17","0.17","0.17"
"2871","0.32","0.32","0.32","","","","","","","","","","","","","","","","","","","","",""
"2873","","","","0.21","0.21","0.21","","","","","","","","","","","","","","","","","",""
"2875","","","","","","","","","","","","","0.71","0.71","0.71","","","","","","","","",""
"2876","","","","","","","","","","","","","","","","0.31","0.31","0.31","","","","","",""
"2877","","","","0.2","0.2","0.2","","","","","","","","","","","","","","","","","",""
"2883","","","","","","","","","","","","","","","","0.3","0.3","0.3","","","","0.16","0.16","0.16"
"2886","","","","","","","0.16","0.16","0.16","","","","","","","","","","0.21","0.21","0.21","","",""
"2887","","","","","","","","","","0.3","0.3","0.3","","","","","","","","","","","",""
"2888","0.3","0.3","0.3","","","","","","","","","","","","","","","","","","","","",""
"2892","","","","","","","","","","","","","0.71","0.71","0.71","","","","","","","","",""
"2895","","","","","","","","","","","","","","","","","","","0.22","0.22","0.22","","",""
"2896","","","","0.19","0.19","0.19","","","","","","","","","","0.3","0.3","0.3","","","","0.16","0.16","0.16"
"2900","","","","0.18","0.18","0.18","","","","","","","","","","","","","","","","","",""
"2901","","","","","","","","","","","","","0.71","0.71","0.71","","","","","","","","",""
"2903","","","","","","","","","","","","","","","","","","","","","","0.15","0.15","0.15"
"2904","","","","","","","","","","0.28","0.28","0.28","","","","","","","","","","","",""
"2905","0.31","0.31","0.31","","","","","","","","","","","","","","","","","","","","",""
"2906","","","","","","","0.17","0.17","0.17","","","","","","","","","","","","","","",""
"2909","","","","","","","","","","","","","","","","0.3","0.3","0.3","","","","","",""
"2910","","","","","","","","","","","","","0.72","0.72","0.72","","","","","","","","",""
"2912","","","","","","","","","","","","","","","","","","","0.22","0.22","0.22","","",""
"2913","","","","","","","","","","0.28","0.28","0.28","","","","","","","","","","","",""
"2916","","","","","","","","","","","","","","","","0.29","0.29","0.29","","","","0.15","0.15","0.15"
"2919","","","","0.2","0.2","0.2","","","","","","","","","","","","","","","","","",""
"2921","","","","","","","","","","","","","","","","","","","0.21","0.21","0.21","","",""
"2922","0.3","0.3","0.3","","","","","","","","","","","","","","","","","","","","",""
"2923","","","","0.2","0.2","0.2","","","","","","","","","","","","","","","","","",""
"2927","","","","","","","","","","","","","0.73","0.73","0.73","","","","","","","","",""
"2929","","","","","","","0.19","0.19","0.19","","","","","","","0.3","0.3","0.3","","","","0.14","0.14","0.14"
"2930","","","","","","","","","","0.29","0.29","0.29","","","","","","","","","","","",""
"2936","","","","","","","","","","","","","0.73","0.73","0.73","0.29","0.29","0.29","","","","","",""
"2938","","","","","","","","","","","","","","","","","","","0.22","0.22","0.22","","",""
"2939","0.3","0.3","0.3","","","","","","","0.3","0.3","0.3","","","","","","","","","","","",""
"2942","","","","0.19","0.19","0.19","","","","","","","","","","","","","","","","0.14","0.14","0.14"
"2945","","","","","","","","","","","","","0.72","0.72","0.72","","","","","","","","",""
"2946","","","","0.2","0.2","0.2","","","","","","","","","","","","","","","","","",""
"2949","","","","","","","0.17","0.17","0.17","","","","","","","0.28","0.28","0.28","","","","0.13","0.13","0.13"
"2955","","","","","","","","","","","","","","","","","","","0.23","0.23","0.23","","",""
"2956","0.31","0.31","0.31","","","","","","","0.28","0.28","0.28","","","","","","","","","","","",""
"2962","","","","","","","","","","","","","0.72","0.72","0.72","0.27","0.27","0.27","","","","0.14","0.14","0.14"
"2964","","","","","","","","","","","","","","","","","","","0.24","0.24","0.24","","",""
"2965","","","","0.22","0.22","0.22","","","","0.29","0.29","0.29","","","","","","","","","","","",""
"2969","","","","0.22","0.22","0.22","0.17","0.17","0.17","","","","","","","0.27","0.27","0.27","","","","","",""
"2971","","","","","","","","","","","","","0.7","0.7","0.7","","","","","","","","",""
"2973","0.31","0.31","0.31","","","","","","","","","","","","","","","","","","","","",""
"2975","","","","","","","","","","","","","","","","","","","","","","0.13","0.13","0.13"
"2981","","","","","","","","","","","","","","","","","","","0.24","0.24","0.24","","",""
"2982","","","","","","","","","","0.29","0.29","0.29","","","","0.27","0.27","0.27","","","","","",""
"2988","","","","0.22","0.22","0.22","","","","","","","0.7","0.7","0.7","","","","","","","0.13","0.13","0.13"
"2989","","","","","","","0.16","0.16","0.16","","","","","","","0.27","0.27","0.27","","","","","",""
"2990","0.31","0.31","0.31","","","","","","","","","","","","","","","","0.24","0.24","0.24","","",""
"2992","","","","0.22","0.22","0.22","","","","","","","","","","","","","","","","","",""
"2995","","","","","","","","","","","","","","","","","","","","","","0.11","0.11","0.11"
"2997","","","","","","","","","","","","","0.72","0.72","0.72","","","","","","","","",""
"2999","","","","","","","","","","0.3","0.3","0.3","","","","","","","0.26","0.26","0.26","","",""
"3002","","","","","","","","","","","","","","","","0.26","0.26","0.26","","","","","",""
"3006","","","","","","","","","","","","","0.71","0.71","0.71","","","","","","","","",""
"3007","0.31","0.31","0.31","","","","","","","","","","","","","","","","","","","","",""
"3008","","","","","","","","","","0.3","0.3","0.3","","","","","","","","","","0.11","0.11","0.11"
"3009","","","","","","","0.18","0.18","0.18","","","","","","","","","","","","","","",""
"3011","","","","0.22","0.22","0.22","","","","","","","","","","","","","","","","","",""
"3015","","","","0.2","0.2","0.2","","","","","","","","","","0.26","0.26","0.26","","","","","",""
"3016","","","","","","","","","","","","","","","","","","","0.26","0.26","0.26","","",""
"3021","","","","","","","","","","","","","","","","","","","","","","0.11","0.11","0.11"
"3022","","","","","","","","","","","","","","","","0.26","0.26","0.26","","","","","",""
"3023","","","","","","","","","","","","","0.72","0.72","0.72","","","","","","","","",""
"3024","0.31","0.31","0.31","","","","","","","","","","","","","","","","","","","","",""
"3025","","","","","","","","","","0.28","0.28","0.28","","","","","","","","","","","",""
"3028","","","","","","","","","","","","","","","","","","","","","","0.12","0.12","0.12"
"3029","","","","","","","0.19","0.19","0.19","","","","","","","","","","","","","","",""
"3032","","","","","","","","","","","","","0.73","0.73","0.73","","","","","","","","",""
"3033","","","","","","","","","","","","","","","","","","","0.25","0.25","0.25","","",""
"3034","","","","0.2","0.2","0.2","","","","0.31","0.31","0.31","","","","","","","","","","","",""
"3035","","","","","","","","","","","","","","","","0.28","0.28","0.28","","","","","",""
"3038","","","","0.2","0.2","0.2","","","","","","","","","","","","","","","","","",""
"3041","0.31","0.31","0.31","","","","","","","","","","0.73","0.73","0.73","","","","","","","0.11","0.11","0.11"
"3042","","","","","","","","","","","","","","","","0.28","0.28","0.28","0.26","0.26","0.26","","",""
"3049","","","","","","","0.2","0.2","0.2","","","","","","","","","","","","","","",""
"3051","","","","","","","","","","0.33","0.33","0.33","","","","","","","","","","","",""
"3054","","","","","","","","","","","","","","","","","","","","","","0.11","0.11","0.11"
"3055","","","","","","","","","","","","","","","","0.27","0.27","0.27","","","","","",""
"3057","","","","0.19","0.19","0.19","","","","","","","","","","","","","","","","","",""
"3058","0.38","0.38","0.38","","","","","","","","","","0.71","0.71","0.71","","","","","","","","",""
"3059","","","","","","","","","","","","","","","","","","","0.25","0.25","0.25","","",""
"3060","","","","","","","","","","0.34","0.34","0.34","","","","","","","","","","","",""
"3061","","","","0.19","0.19","0.19","","","","","","","","","","","","","","","","","",""
"3067","","","","","","","","","","","","","0.7","0.7","0.7","","","","","","","0.1","0.1","0.1"
"3068","","","","","","","","","","","","","","","","0.25","0.25","0.25","0.24","0.24","0.24","","",""
"3069","","","","","","","0.21","0.21","0.21","0.33","0.33","0.33","","","","","","","","","","","",""
"3074","","","","","","","","","","","","","","","","","","","","","","0.09","0.09","0.09"
"3075","0.37","0.37","0.37","","","","","","","","","","","","","0.24","0.24","0.24","","","","","",""
"3078","","","","","","","","","","0.34","0.34","0.34","","","","","","","","","","","",""
"3080","","","","0.2","0.2","0.2","","","","","","","","","","","","","","","","","",""
"3084","","","","0.19","0.19","0.19","","","","","","","0.68","0.68","0.68","","","","","","","","",""
"3085","","","","","","","","","","","","","","","","","","","0.24","0.24","0.24","","",""
"3087","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","0.1"
"3088","","","","","","","","","","","","","","","","0.22","0.22","0.22","","","","","",""
"3089","","","","","","","0.2","0.2","0.2","","","","","","","","","","","","","","",""
"3092","0.38","0.38","0.38","","","","","","","","","","","","","","","","","","","","",""
"3093","","","","","","","","","","","","","0.68","0.68","0.68","","","","","","","","",""
"3094","","","","","","","","","","","","","","","","","","","0.24","0.24","0.24","","",""
"3095","","","","","","","","","","0.35","0.35","0.35","","","","0.22","0.22","0.22","","","","","",""
"3100","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","0.1"
"3102","","","","","","","","","","","","","0.67","0.67","0.67","","","","","","","","",""
"3103","","","","0.19","0.19","0.19","","","","","","","","","","","","","","","","","",""
"3104","","","","","","","","","","0.37","0.37","0.37","","","","","","","","","","","",""
"3107","","","","0.19","0.19","0.19","","","","","","","","","","","","","","","","","",""
"3108","","","","","","","","","","","","","","","","0.23","0.23","0.23","","","","","",""
"3109","0.35","0.35","0.35","","","","0.19","0.19","0.19","","","","","","","","","","","","","","",""
"3111","","","","","","","","","","","","","","","","","","","0.22","0.22","0.22","","",""
"3113","","","","","","","","","","","","","","","","","","","","","","0.09","0.09","0.09"
"3115","","","","","","","","","","","","","","","","0.21","0.21","0.21","","","","","",""
"3119","","","","","","","","","","","","","0.69","0.69","0.69","","","","","","","","",""
"3120","","","","","","","","","","","","","","","","","","","0.24","0.24","0.24","","",""
"3121","","","","","","","","","","0.37","0.37","0.37","","","","","","","","","","","",""
"3126","0.35","0.35","0.35","0.21","0.21","0.21","","","","","","","","","","","","","","","","0.1","0.1","0.1"
"3128","","","","","","","","","","","","","0.69","0.69","0.69","0.22","0.22","0.22","","","","","",""
"3129","","","","","","","0.2","0.2","0.2","","","","","","","","","","","","","","",""
"3130","","","","0.2","0.2","0.2","","","","0.39","0.39","0.39","","","","","","","","","","","",""
"3135","","","","","","","","","","","","","","","","0.21","0.21","0.21","","","","","",""
"3137","","","","","","","","","","","","","0.68","0.68","0.68","","","","0.23","0.23","0.23","","",""
"3139","","","","","","","","","","0.39","0.39","0.39","","","","","","","","","","0.1","0.1","0.1"
"3143","0.35","0.35","0.35","","","","","","","","","","","","","","","","","","","","",""
"3146","","","","","","","","","","","","","","","","","","","0.24","0.24","0.24","0.1","0.1","0.1"
"3148","","","","","","","","","","","","","","","","0.2","0.2","0.2","","","","","",""
"3149","","","","0.19","0.19","0.19","0.18","0.18","0.18","","","","","","","","","","","","","","",""
"3153","","","","0.17","0.17","0.17","","","","","","","","","","","","","","","","","",""
"3154","","","","","","","","","","","","","0.68","0.68","0.68","","","","","","","","",""
"3155","","","","","","","","","","","","","","","","0.21","0.21","0.21","","","","","",""
"3156","","","","","","","","","","0.38","0.38","0.38","","","","","","","","","","","",""
"3159","","","","","","","","","","","","","","","","","","","","","","0.09","0.09","0.09"
"3160","0.31","0.31","0.31","","","","","","","","","","","","","","","","","","","","",""
"3163","","","","","","","","","","","","","0.67","0.67","0.67","","","","0.23","0.23","0.23","","",""
"3165","","","","","","","","","","0.38","0.38","0.38","","","","","","","","","","","",""
"3166","","","","","","","","","","","","","","","","","","","","","","0.09","0.09","0.09"
"3168","","","","","","","","","","","","","","","","0.21","0.21","0.21","","","","","",""
"3169","","","","","","","0.16","0.16","0.16","","","","","","","","","","","","","","",""
"3172","","","","0.18","0.18","0.18","","","","","","","0.69","0.69","0.69","","","","0.24","0.24","0.24","","",""
"3176","","","","0.17","0.17","0.17","","","","","","","","","","","","","","","","","",""
"3177","0.3","0.3","0.3","","","","","","","","","","","","","","","","","","","","",""
"3179","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","0.1"
"3181","","","","","","","","","","","","","","","","0.22","0.22","0.22","","","","","",""
"3182","","","","","","","","","","0.41","0.41","0.41","","","","","","","","","","","",""
"3188","","","","","","","","","","","","","","","","0.23","0.23","0.23","","","","","",""
"3189","","","","","","","0.16","0.16","0.16","","","","0.7","0.7","0.7","","","","0.27","0.27","0.27","","",""
"3191","","","","","","","","","","0.43","0.43","0.43","","","","","","","","","","","",""
"3192","","","","","","","","","","","","","","","","","","","","","","0.11","0.11","0.11"
"3194","0.31","0.31","0.31","","","","","","","","","","","","","","","","","","","","",""
"3195","","","","0.18","0.18","0.18","","","","","","","","","","","","","","","","","",""
"3198","","","","","","","","","","","","","0.7","0.7","0.7","","","","0.29","0.29","0.29","","",""
"3199","","","","0.18","0.18","0.18","","","","","","","","","","","","","","","","","",""
"3201","","","","","","","","","","","","","","","","0.23","0.23","0.23","","","","","",""
"3205","","","","","","","","","","","","","","","","","","","","","","0.12","0.12","0.12"
"3207","","","","","","","","","","","","","0.7","0.7","0.7","","","","","","","","",""
"3208","","","","","","","","","","0.43","0.43","0.43","","","","0.22","0.22","0.22","","","","","",""
"3209","","","","","","","0.16","0.16","0.16","","","","","","","","","","","","","","",""
"3212","","","","","","","","","","","","","","","","","","","","","","0.12","0.12","0.12"
"3214","0.31","0.31","0.31","","","","","","","","","","","","","","","","","","","","",""
"3215","","","","","","","","","","","","","","","","","","","0.28","0.28","0.28","","",""
"3217","","","","","","","","","","0.44","0.44","0.44","","","","","","","","","","","",""
"3218","","","","0.19","0.19","0.19","","","","","","","","","","","","","","","","","",""
"3221","","","","","","","","","","","","","","","","0.23","0.23","0.23","","","","","",""
"3222","","","","0.18","0.18","0.18","","","","","","","","","","","","","","","","","",""
"3224","","","","","","","","","","","","","0.71","0.71","0.71","","","","0.27","0.27","0.27","","",""
"3225","","","","","","","","","","","","","","","","","","","","","","0.11","0.11","0.11"
"3228","","","","","","","","","","","","","","","","0.26","0.26","0.26","","","","","",""
"3229","","","","","","","0.17","0.17","0.17","","","","","","","","","","","","","","",""
"3231","0.32","0.32","0.32","","","","","","","","","","","","","","","","","","","","",""
"3233","","","","","","","","","","","","","0.73","0.73","0.73","","","","","","","","",""
"3234","","","","","","","","","","0.45","0.45","0.45","","","","","","","","","","","",""
"3238","","","","","","","","","","","","","","","","","","","","","","0.12","0.12","0.12"
"3241","","","","0.18","0.18","0.18","","","","","","","","","","0.27","0.27","0.27","0.28","0.28","0.28","","",""
"3242","","","","","","","","","","","","","0.74","0.74","0.74","","","","","","","","",""
"3245","","","","0.18","0.18","0.18","","","","","","","","","","","","","","","","","",""
"3248","0.32","0.32","0.32","","","","","","","","","","","","","0.28","0.28","0.28","","","","","",""
"3249","","","","","","","0.18","0.18","0.18","","","","","","","","","","","","","","",""
"3250","","","","","","","","","","","","","","","","","","","0.3","0.3","0.3","","",""
"3251","","","","","","","","","","0.46","0.46","0.46","","","","","","","","","","0.11","0.11","0.11"
"3258","","","","","","","","","","","","","","","","","","","","","","0.11","0.11","0.11"
"3259","","","","","","","","","","","","","0.76","0.76","0.76","","","","0.31","0.31","0.31","","",""
"3260","","","","","","","","","","0.46","0.46","0.46","","","","","","","","","","","",""
"3261","","","","","","","","","","","","","","","","0.29","0.29","0.29","","","","","",""
"3264","","","","0.18","0.18","0.18","","","","","","","","","","","","","","","","","",""
"3265","0.32","0.32","0.32","","","","","","","","","","","","","","","","","","","","",""
"3268","","","","0.17","0.17","0.17","","","","","","","0.77","0.77","0.77","0.28","0.28","0.28","","","","","",""
"3269","","","","","","","0.18","0.18","0.18","","","","","","","","","","","","","","",""
"3271","","","","","","","","","","","","","","","","","","","","","","0.1","0.1","0.1"
"3276","","","","","","","","","","","","","","","","","","","0.31","0.31","0.31","","",""
"3277","","","","","","","","","","0.46","0.46","0.46","","","","","","","","","","","",""
"3281","","","","","","","","","","","","","","","","0.27","0.27","0.27","","","","","",""
"3282","0.32","0.32","0.32","","","","","","","","","","","","","","","","","","","","",""
"3284","","","","","","","","","","","","","","","","","","","","","","0.11","0.11","0.11"
"3285","","","","","","","","","","","","","0.77","0.77","0.77","","","","0.31","0.31","0.31","","",""
"3286","","","","","","","","","","0.45","0.45","0.45","","","","","","","","","","","",""
"3287","","","","0.17","0.17","0.17","","","","","","","","","","","","","","","","","",""
"3288","","","","","","","","","","","","","","","","0.25","0.25","0.25","","","","","",""
"3289","","","","","","","0.18","0.18","0.18","","","","","","","","","","","","","","",""
"3291","","","","0.17","0.17","0.17","","","","","","","","","","","","","","","","0.12","0.12","0.12"
"3294","","","","","","","","","","","","","0.75","0.75","0.75","","","","","","","","",""
"3299","0.3","0.3","0.3","","","","","","","","","","","","","","","","","","","","",""
"3301","","","","","","","","","","","","","","","","0.27","0.27","0.27","","","","","",""
"3302","","","","","","","","","","","","","","","","","","","0.32","0.32","0.32","","",""
"3303","","","","","","","","","","0.44","0.44","0.44","0.76","0.76","0.76","","","","","","","","",""
"3304","","","","","","","","","","","","","","","","","","","","","","0.12","0.12","0.12"
"3308","","","","","","","","","","","","","","","","0.27","0.27","0.27","","","","","",""
"3309","","","","","","","0.14","0.14","0.14","","","","","","","","","","","","","","",""
"3310","","","","0.16","0.16","0.16","","","","","","","","","","","","","","","","","",""
"3311","","","","","","","","","","","","","","","","","","","0.32","0.32","0.32","","",""
"3312","","","","","","","","","","0.44","0.44","0.44","0.77","0.77","0.77","","","","","","","","",""
"3314","","","","0.17","0.17","0.17","","","","","","","","","","","","","","","","","",""
"3316","0.3","0.3","0.3","","","","","","","","","","","","","","","","","","","","",""
"3317","","","","","","","","","","","","","","","","","","","","","","0.11","0.11","0.11"
"3321","","","","","","","","","","","","","","","","0.27","0.27","0.27","","","","","",""
"3328","","","","","","","","","","","","","","","","0.28","0.28","0.28","0.3","0.3","0.3","","",""
"3329","","","","","","","0.15","0.15","0.15","0.45","0.45","0.45","0.78","0.78","0.78","","","","","","","","",""
"3330","","","","","","","","","","","","","","","","","","","","","","0.12","0.12","0.12"
"3333","0.3","0.3","0.3","0.15","0.15","0.15","","","","","","","","","","","","","","","","","",""
"3337","","","","0.15","0.15","0.15","","","","","","","","","","","","","0.31","0.31","0.31","0.11","0.11","0.11"
"3338","","","","","","","","","","","","","0.76","0.76","0.76","","","","","","","","",""
"3341","","","","","","","","","","","","","","","","0.3","0.3","0.3","","","","","",""
"3346","","","","","","","","","","0.46","0.46","0.46","","","","","","","","","","","",""
